Age,Credit_Score,Loan_Type,Gender,Marital_Status,Annual_Income_INR,Loan_Term_Months,Loan_Approved
62,804,home,male,divorced,1013182,208,0
36,372,gold,male,single,170400,193,0
22,548,gold,male,single,514556,210,0
49,810,personal,male,single,2833891,215,0
61,515,vehicle,female,married,239598,61,0
18,840,personal,male,married,2662746,142,0
40,519,home,female,divorced,1149783,111,0
54,520,education,female,divorced,1231420,74,0
25,688,personal,other,divorced,555636,195,0
30,853,gold,other,married,1200673,197,0
25,341,vehicle,male,divorced,2317221,27,0
40,582,home,female,divorced,1547221,37,0
60,357,business,other,married,1750177,180,0
18,836,gold,female,single,2563545,7,0
62,372,business,other,married,571300,128,0
41,428,education,female,divorced,605193,90,0
52,898,vehicle,male,single,2561627,225,0
41,725,education,male,married,2438984,185,0
34,424,education,female,single,293171,221,0
22,366,vehicle,other,single,202599,221,0
37,305,vehicle,other,divorced,1901527,19,0
38,613,business,male,married,1762263,42,0
57,625,education,male,divorced,1546453,32,0
48,864,home,male,married,2478078,157,1
63,877,business,other,married,2115259,69,0
53,805,vehicle,other,married,1281546,75,1
28,381,gold,male,single,1620247,159,0
32,898,business,female,single,1319716,187,0
36,301,personal,other,divorced,1740827,20,0
24,503,home,male,married,183956,34,0
45,703,business,female,married,814014,233,0
60,402,vehicle,other,single,2757563,79,0
22,835,vehicle,female,married,2515494,33,1
22,667,home,female,divorced,1392005,64,1
47,511,personal,other,married,2512168,78,0
49,876,business,male,married,104902,154,0
25,508,business,female,single,257922,15,0
27,416,education,male,married,1197130,137,0
55,777,gold,other,divorced,820203,67,1
64,404,vehicle,female,divorced,1389948,137,0
49,794,business,female,divorced,1850750,132,1
45,345,business,female,divorced,1730329,11,0
34,630,business,female,single,793089,223,0
48,515,personal,female,married,1181376,237,0
25,791,gold,other,single,2955514,85,1
57,748,business,female,divorced,2926935,77,1
42,835,home,other,married,1245719,225,0
26,810,vehicle,male,single,742817,21,1
19,757,education,other,married,2425901,43,0
32,846,home,female,divorced,178871,182,0
20,835,vehicle,male,divorced,2186212,194,0
53,839,personal,other,married,433857,70,1
21,783,gold,other,married,403350,131,1
31,315,gold,other,divorced,2987510,88,0
58,870,vehicle,female,single,213682,183,0
58,542,home,female,divorced,1602237,22,0
42,506,education,other,married,1715920,118,0
27,570,personal,other,single,2362385,161,0
38,414,vehicle,male,divorced,1076755,177,0
53,879,personal,female,married,249479,145,0
29,598,gold,female,married,2668929,75,0
44,782,business,male,married,2924112,76,1
57,696,business,other,single,1278189,205,0
19,693,education,other,single,2334863,136,0
30,374,personal,male,single,877422,54,0
49,781,vehicle,other,single,2139545,26,1
48,402,education,other,married,1901798,141,0
33,596,home,male,married,293948,69,0
49,477,business,male,single,974805,225,0
49,514,vehicle,male,single,535157,192,0
51,614,personal,other,married,129974,163,0
28,338,education,male,divorced,2241335,37,0
27,558,vehicle,other,divorced,2297513,208,0
32,306,education,female,married,1467868,25,0
34,348,education,female,single,474151,21,0
57,837,education,male,single,1257323,158,1
35,460,personal,other,married,2622076,65,0
26,475,vehicle,other,divorced,1774109,178,0
42,890,gold,other,married,1312572,142,1
57,301,gold,male,married,1958390,184,0
31,754,personal,other,married,996991,108,1
42,575,personal,other,single,2295251,66,0
39,797,business,other,single,654661,173,1
47,327,education,female,single,1362328,109,0
37,632,vehicle,other,divorced,1354149,66,0
38,300,vehicle,female,married,1862832,200,0
61,487,home,other,married,2572405,213,0
49,355,home,other,divorced,509853,81,0
63,846,gold,other,single,2614637,20,0
38,411,home,female,married,402417,186,0
52,609,home,other,divorced,767765,137,0
49,335,gold,male,single,1372996,156,0
47,738,business,other,single,211141,160,0
56,891,gold,female,married,350766,108,1
29,894,home,female,single,1190343,170,1
58,876,vehicle,male,divorced,2317608,210,0
64,624,home,male,single,1661396,176,0
35,606,education,male,married,2600341,170,0
38,833,education,female,divorced,713749,237,0
30,408,education,other,single,2587873,218,0
38,671,business,other,single,210159,162,0
25,656,personal,male,single,1954592,162,1
63,480,education,male,divorced,484379,182,0
57,655,vehicle,other,single,2573984,80,1
63,367,business,male,married,1165126,184,0
24,591,personal,other,divorced,1765680,183,0
40,480,personal,other,divorced,1422351,33,0
61,765,education,other,single,2984709,79,0
49,733,home,other,divorced,528625,138,1
28,763,gold,female,married,1199157,130,1
39,833,home,other,divorced,908917,61,1
39,365,home,male,married,994971,69,0
60,320,personal,male,single,309402,132,0
42,683,personal,male,divorced,707842,126,1
39,858,business,male,married,2795838,94,1
45,338,business,female,single,1643207,230,0
46,584,personal,other,married,1139907,22,0
30,896,vehicle,other,divorced,902172,230,0
35,635,vehicle,male,divorced,868758,222,0
19,487,gold,male,married,1852579,102,0
46,542,personal,male,single,188560,60,0
38,372,education,other,single,1419876,142,0
32,778,business,female,single,1054718,224,0
44,860,personal,female,single,2818029,222,0
48,400,vehicle,female,married,2522685,201,0
32,813,personal,female,divorced,2666062,206,0
40,475,vehicle,male,married,2068888,115,0
41,537,personal,other,divorced,2526796,212,0
61,358,education,male,divorced,2652535,21,0
30,398,gold,female,married,1471454,149,0
39,794,education,male,married,2345430,18,1
60,813,vehicle,female,single,2491633,83,1
54,596,business,other,divorced,1380013,219,0
50,510,business,female,single,1759959,90,0
20,422,home,male,single,146939,78,0
36,528,education,other,married,1422948,196,0
40,893,personal,female,single,148419,124,0
46,687,gold,female,single,459057,174,1
47,439,personal,other,single,879704,186,0
56,840,personal,male,married,673517,73,1
61,690,education,other,single,2952975,79,0
64,569,gold,male,single,1816758,104,0
42,311,home,female,married,654358,122,0
54,688,personal,female,married,299795,142,0
64,636,gold,other,married,1796909,184,0
25,805,home,female,divorced,1942143,181,0
59,405,personal,other,married,834404,213,0
33,331,gold,female,divorced,2558389,182,0
25,373,education,female,married,609467,151,0
18,470,business,male,married,1510346,143,0
61,368,business,other,married,2439915,218,0
22,661,personal,other,divorced,1974449,120,1
20,732,personal,female,single,1933059,59,0
18,399,gold,male,married,2051198,84,0
21,308,business,male,divorced,1319532,20,0
57,873,personal,other,married,1895539,144,1
52,328,home,other,single,2870555,173,0
49,413,personal,female,divorced,1244684,123,0
59,761,business,other,married,1238812,117,1
51,442,vehicle,female,married,1200790,111,0
60,689,business,male,married,2713766,110,1
42,456,home,other,single,1101494,52,0
27,634,gold,male,divorced,677697,123,0
38,559,home,male,married,2863380,131,0
63,381,vehicle,female,married,692377,234,0
56,740,vehicle,male,divorced,1112593,153,1
44,471,personal,female,single,2815487,103,0
44,530,personal,female,single,2738868,155,0
19,374,business,male,single,470427,53,0
58,569,education,male,single,1875429,87,0
30,361,home,female,single,2176111,21,0
26,619,business,female,married,563330,138,0
53,401,education,male,married,2231886,198,0
39,728,business,female,married,951539,216,0
59,554,vehicle,female,divorced,2546185,79,0
43,831,personal,other,single,2309320,26,1
29,869,personal,other,divorced,2805610,66,1
34,411,business,other,single,1553471,210,0
31,612,personal,other,single,2113823,188,0
31,760,gold,other,divorced,517933,29,1
51,761,business,female,married,2392326,28,1
37,391,vehicle,female,divorced,2158346,92,0
28,351,business,other,married,659070,144,0
33,819,business,male,single,170160,180,0
48,397,personal,other,married,2839736,7,0
23,535,vehicle,male,single,1564895,203,0
36,673,business,female,single,1632872,58,1
54,880,personal,male,married,2250229,144,1
21,856,home,female,single,390678,20,1
64,533,vehicle,male,married,1449356,206,0
21,331,education,female,divorced,1143119,145,0
37,588,gold,female,single,2965442,127,0
27,878,education,other,single,2034116,128,1
41,841,vehicle,female,divorced,936918,169,1
52,413,business,other,single,1242672,97,0
43,503,personal,other,divorced,2230587,28,0
54,328,vehicle,other,divorced,2230304,160,0
55,773,gold,male,single,1258196,93,1
38,552,vehicle,male,divorced,421096,147,0
57,685,personal,female,divorced,332816,187,0
56,361,education,other,divorced,2052444,104,0
38,814,home,other,single,640684,32,1
27,729,education,female,divorced,2893006,26,1
55,879,personal,other,married,1830719,54,1
63,836,personal,female,married,1809339,195,0
21,440,gold,other,divorced,1081556,210,0
62,599,vehicle,male,married,410139,205,0
37,610,vehicle,female,single,1928961,49,0
34,770,education,female,divorced,1040118,49,1
24,692,home,male,single,699881,133,1
21,744,home,female,married,755460,231,0
46,471,gold,male,married,980623,194,0
31,875,personal,other,married,1341368,175,1
20,330,gold,male,married,2791954,28,0
41,346,vehicle,male,single,373132,206,0
54,429,business,female,divorced,2932579,134,0
33,651,business,other,single,2836577,130,1
21,880,business,male,divorced,201471,41,0
41,357,personal,other,married,507039,60,0
51,405,gold,male,married,2733069,115,0
47,629,education,female,married,2856368,21,0
35,682,vehicle,male,married,655339,94,1
36,461,business,male,single,2132691,23,0
48,585,home,other,divorced,345131,231,0
36,370,gold,male,divorced,1890269,43,0
63,753,vehicle,female,married,1651010,200,0
36,866,vehicle,female,single,919901,25,1
39,696,home,male,married,1668340,24,1
41,814,home,male,divorced,2269524,18,1
62,325,home,other,divorced,2156212,22,0
29,612,business,other,single,2547050,211,0
47,425,business,female,divorced,1183593,35,0
55,707,gold,other,single,2470001,219,0
48,864,home,male,married,2021919,48,1
53,497,education,female,married,338750,53,0
36,487,vehicle,other,single,192469,48,0
62,783,home,female,married,1148372,98,0
53,749,vehicle,male,single,2189025,119,1
47,822,personal,other,married,550470,71,1
50,653,personal,male,married,757574,124,1
35,896,home,male,divorced,885183,58,1
45,399,vehicle,female,divorced,1405753,77,0
64,857,personal,female,single,174070,83,0
28,855,home,female,married,936301,167,1
62,577,vehicle,other,married,1052732,210,0
50,790,home,other,married,365399,79,1
34,554,business,female,divorced,1933985,77,0
23,680,vehicle,other,single,833177,204,0
21,841,personal,other,single,664810,18,1
37,563,home,female,single,1843644,223,0
64,628,personal,male,married,2752137,189,0
44,414,home,other,single,1028226,64,0
32,575,gold,other,divorced,988368,37,0
23,787,personal,male,divorced,558696,88,1
64,580,personal,male,single,223935,125,0
31,574,education,male,married,116029,212,0
28,627,business,female,divorced,343533,59,0
56,510,personal,male,divorced,2667410,7,0
26,851,vehicle,female,married,1634485,123,1
43,325,home,male,married,1486227,42,0
33,326,gold,male,single,2707005,216,0
22,382,vehicle,female,divorced,713007,102,0
27,712,vehicle,female,divorced,188499,108,0
20,466,vehicle,male,single,725671,119,0
30,468,vehicle,male,single,540998,166,0
60,528,gold,male,divorced,2156971,6,0
47,666,education,other,divorced,2411968,133,1
62,827,business,male,married,909145,108,0
23,837,personal,female,married,890296,161,1
34,823,vehicle,other,divorced,1749061,150,1
62,371,personal,female,divorced,2838641,62,0
36,405,personal,other,married,1879794,75,0
59,581,vehicle,other,single,2269398,185,0
52,432,education,female,single,2491676,49,0
63,833,personal,other,divorced,141284,217,0
43,568,home,female,divorced,2408146,180,0
22,711,personal,male,married,2844996,146,1
46,317,business,other,divorced,1163892,81,0
54,416,vehicle,female,single,1041967,163,0
37,443,gold,other,married,2070968,90,0
38,850,personal,female,married,774448,71,1
27,721,education,male,single,2009930,58,1
22,668,home,male,single,2590152,23,1
53,857,home,other,married,2563860,33,1
23,349,gold,other,divorced,1370664,137,0
43,405,business,female,single,2381973,47,0
21,515,gold,female,married,2306948,131,0
56,724,business,other,divorced,1248003,122,1
56,371,personal,female,divorced,442679,139,0
52,745,vehicle,female,married,2810295,107,1
18,485,education,female,single,2873212,142,0
41,369,home,other,divorced,2314110,153,0
53,449,gold,male,single,1364292,227,0
23,545,education,male,married,337497,234,0
58,837,business,female,single,511858,43,1
63,398,vehicle,other,divorced,551490,201,0
61,577,home,female,married,2865685,235,0
48,862,home,male,divorced,2728465,55,1
37,754,business,female,divorced,1947557,65,1
41,403,vehicle,male,married,639141,146,0
42,532,home,other,married,1649085,124,0
53,693,vehicle,female,single,326560,104,1
38,800,home,other,married,504542,99,1
47,550,personal,female,single,496679,175,0
41,820,business,female,married,2844736,73,1
61,378,vehicle,female,divorced,2735515,158,0
59,351,education,female,single,980677,164,0
47,525,personal,female,married,2502611,145,0
39,350,education,other,single,1251821,69,0
45,485,business,other,single,2213162,84,0
24,333,home,male,single,297505,194,0
52,430,education,female,divorced,2565844,58,0
45,742,personal,male,married,1411325,31,1
31,731,vehicle,other,married,1840381,194,0
27,796,gold,male,single,2496611,143,1
33,702,education,other,married,1657254,145,1
33,622,gold,female,divorced,2098309,155,0
48,509,business,male,single,2693928,237,0
59,628,education,male,divorced,1590893,186,0
42,671,education,male,divorced,1365598,26,1
30,759,vehicle,male,married,2801706,168,1
23,432,home,female,married,1579716,76,0
61,420,personal,other,single,1475378,87,0
26,751,personal,other,divorced,717722,160,1
62,428,personal,female,married,640218,65,0
53,390,business,other,single,1807454,104,0
60,874,home,male,single,786342,52,1
37,328,gold,female,married,2202530,199,0
35,823,personal,other,divorced,932834,229,0
60,632,gold,female,single,1056945,148,0
38,596,home,female,married,1228288,29,0
21,429,business,other,single,1435780,217,0
50,592,home,other,married,2848507,15,0
44,472,vehicle,female,single,1539054,125,0
24,323,personal,female,divorced,1005116,221,0
23,398,business,other,single,1671130,157,0
32,705,vehicle,female,married,1850929,93,1
35,655,personal,other,married,2290256,109,1
49,438,home,female,married,2911565,129,0
28,802,home,female,divorced,589554,190,0
37,473,education,female,married,2613564,39,0
41,328,education,other,married,1527397,46,0
32,795,home,male,divorced,464793,173,1
24,650,home,other,married,750806,16,0
38,853,gold,female,married,1823034,223,0
59,598,gold,male,divorced,2531878,6,0
43,491,vehicle,male,single,235258,163,0
61,363,education,female,married,2567453,176,0
31,514,education,other,single,695792,87,0
54,465,home,male,divorced,1259336,31,0
38,842,home,male,married,1131306,58,1
35,531,vehicle,other,married,2900823,130,0
22,840,business,other,divorced,1451849,180,0
20,494,business,male,married,1908745,14,0
40,805,business,other,single,1154963,14,1
43,633,education,male,single,2745834,134,0
54,603,gold,female,divorced,2536123,204,0
41,736,business,other,married,473254,177,1
36,622,personal,male,married,1925100,64,0
42,801,vehicle,other,divorced,287708,189,0
38,692,business,other,single,2658514,111,1
29,898,personal,male,single,135241,184,0
58,448,business,female,divorced,2666131,130,0
50,704,gold,male,married,157450,21,0
21,582,gold,other,single,1069263,43,0
59,661,business,male,married,1208105,144,1
24,678,personal,other,single,917766,158,1
39,497,vehicle,male,married,1605326,226,0
50,855,personal,female,single,687740,216,0
34,655,vehicle,female,married,871736,215,0
41,839,business,female,divorced,1548303,64,1
51,728,vehicle,female,single,1844901,34,1
45,316,home,male,divorced,425262,213,0
60,678,education,female,single,2323927,173,1
58,805,education,male,single,1197793,13,1
56,375,gold,other,single,840690,103,0
39,530,home,other,married,1217093,139,0
34,547,education,other,single,1292433,178,0
51,601,business,female,divorced,2146282,114,0
23,514,vehicle,female,married,725407,186,0
63,457,vehicle,female,married,825992,227,0
23,368,personal,other,single,2735390,113,0
51,692,personal,other,married,2655010,231,0
18,384,vehicle,other,single,1855105,154,0
27,566,business,other,divorced,1745073,62,0
38,368,vehicle,male,married,138488,81,0
22,646,personal,male,married,398421,118,0
19,722,education,female,divorced,1324689,11,0
39,473,gold,female,divorced,876434,236,0
19,414,personal,other,single,1938542,196,0
27,519,business,male,married,1753085,129,0
51,330,education,male,divorced,301744,139,0
33,822,education,female,married,2683262,58,1
56,642,education,male,divorced,1671697,137,0
39,676,home,female,married,2533386,14,1
29,429,home,other,divorced,209777,74,0
41,838,education,other,married,1073814,79,1
64,301,business,female,single,1674498,116,0
57,400,vehicle,other,married,2611678,205,0
55,832,business,other,single,2539949,92,1
27,357,home,male,single,953690,9,0
52,688,personal,male,single,2914084,191,0
49,640,home,male,married,1400493,42,0
24,319,vehicle,male,married,955832,76,0
38,554,gold,male,single,2419736,11,0
37,616,home,female,divorced,2432966,56,0
43,337,business,female,married,216107,239,0
21,836,business,male,married,2138887,212,0
63,685,education,other,married,2699997,104,0
39,325,education,other,married,1881300,183,0
32,753,education,female,single,736724,101,1
57,622,gold,female,divorced,393275,147,0
38,812,vehicle,female,divorced,1591573,232,0
32,312,personal,other,divorced,423904,16,0
39,859,business,female,divorced,604962,15,1
45,670,business,other,single,1478090,194,0
31,590,vehicle,female,married,2589137,214,0
44,631,gold,other,married,154470,18,0
58,560,education,female,single,415427,126,0
57,504,vehicle,female,married,754551,167,0
45,686,personal,other,single,1663209,65,1
43,767,education,female,divorced,233425,184,0
19,714,personal,male,single,2473174,10,0
42,368,home,other,married,2273820,207,0
20,771,personal,female,married,634610,165,0
25,403,education,other,married,963263,17,0
61,460,home,female,divorced,2649143,185,0
50,499,education,male,single,1662562,146,0
59,515,business,female,single,1695111,90,0
52,511,education,female,married,2083420,187,0
23,807,home,male,single,2578792,122,1
56,315,personal,other,married,2350746,127,0
40,797,business,female,single,275666,230,0
42,631,gold,female,divorced,932767,187,0
60,850,gold,male,divorced,2975632,46,1
36,555,gold,other,single,2696556,53,0
22,471,gold,other,divorced,1499681,56,0
28,797,vehicle,male,divorced,2231875,180,0
29,770,gold,male,divorced,2141820,183,0
27,683,home,female,married,1638954,123,1
25,888,gold,male,single,1054337,101,1
41,806,education,male,single,113763,81,0
45,826,gold,male,married,545171,51,1
58,624,personal,other,married,669151,232,0
53,513,home,male,divorced,1428128,105,0
54,507,home,female,single,1829112,43,0
38,468,business,female,married,2363321,97,0
25,629,vehicle,female,divorced,2380074,146,0
26,579,education,male,single,284918,209,0
64,604,home,other,divorced,1262753,155,0
32,445,personal,male,single,2888306,135,0
63,815,gold,male,divorced,2915836,98,0
57,389,home,female,single,2549063,82,0
35,752,personal,male,single,1075990,232,0
59,359,gold,other,single,2984595,18,0
37,610,vehicle,female,single,2875939,62,0
23,827,home,other,divorced,1711256,167,1
29,526,home,other,married,2780430,152,0
19,773,personal,other,single,1592644,142,0
24,840,business,male,single,2672506,121,1
33,378,education,male,single,1127588,100,0
20,732,vehicle,male,single,1369646,166,0
62,452,education,male,divorced,2220688,160,0
20,700,home,female,married,1416305,178,0
44,578,education,male,married,2440633,135,0
60,356,gold,female,married,2652325,84,0
57,485,vehicle,other,divorced,681498,216,0
55,697,education,female,married,1362379,62,1
50,457,gold,male,divorced,311445,100,0
45,658,personal,female,divorced,2440921,62,1
18,739,education,male,single,2595824,149,0
25,888,vehicle,male,divorced,1533085,112,1
54,765,gold,female,married,874957,84,1
49,745,education,female,married,2382085,139,1
60,787,personal,other,married,1682639,19,1
54,829,education,other,single,820241,32,1
21,372,gold,other,single,2718778,43,0
47,316,education,other,single,900531,152,0
23,830,vehicle,other,divorced,464485,170,1
63,625,home,female,married,2501138,132,0
36,845,gold,other,divorced,2964802,9,1
49,895,gold,female,divorced,1361999,63,1
26,501,gold,other,married,1357410,223,0
29,643,gold,male,single,2196323,142,0
28,822,education,other,married,2554904,238,0
63,699,vehicle,male,divorced,1092179,118,0
33,517,personal,female,divorced,1113100,173,0
18,744,vehicle,other,single,2830918,148,0
62,521,gold,female,divorced,155700,238,0
38,682,business,other,divorced,2723979,234,0
47,891,education,female,married,2830049,9,1
30,306,business,other,single,2013743,223,0
51,571,education,other,married,264230,57,0
21,315,gold,male,married,2918130,151,0
45,723,education,female,married,1067658,238,0
55,823,gold,female,divorced,1730688,186,0
48,320,vehicle,female,divorced,2435496,192,0
44,527,home,female,single,1401732,104,0
22,587,education,female,divorced,898713,187,0
42,433,gold,male,single,508336,174,0
20,582,business,other,married,634234,238,0
50,703,gold,male,married,1796992,193,0
21,365,business,female,divorced,1749291,98,0
42,736,education,female,divorced,1174687,122,1
37,558,personal,other,single,1856332,221,0
51,402,business,male,divorced,1121815,9,0
43,866,gold,other,divorced,395434,90,1
22,400,education,other,divorced,851500,172,0
52,497,gold,male,married,2886974,12,0
45,525,personal,other,divorced,2674540,130,0
46,762,home,male,divorced,2588638,156,1
26,536,personal,male,married,254782,237,0
55,325,vehicle,female,married,2818597,90,0
23,420,education,other,married,2443059,68,0
36,805,personal,female,married,2762356,198,0
61,481,home,other,divorced,1030569,128,0
28,842,gold,other,divorced,1735410,174,1
19,614,education,female,divorced,1980482,94,0
64,572,business,female,single,1223243,100,0
61,531,personal,female,married,2014851,124,0
61,719,home,male,divorced,365853,49,0
26,741,personal,other,divorced,2770194,107,1
38,795,vehicle,male,divorced,343291,50,1
41,323,education,other,married,2425954,202,0
51,408,gold,other,married,891526,122,0
39,801,home,male,married,2966292,228,0
20,324,personal,male,divorced,2669434,56,0
29,486,education,other,married,2728912,70,0
45,587,personal,female,divorced,1867666,59,0
47,637,education,female,single,2233283,189,0
43,336,vehicle,female,married,2806383,227,0
38,436,personal,female,married,1569740,215,0
45,807,vehicle,other,divorced,805195,77,1
43,526,business,female,married,351267,125,0
50,619,business,female,married,1141616,223,0
38,481,home,female,divorced,1438681,173,0
52,385,vehicle,other,divorced,2713864,191,0
51,766,education,male,divorced,545278,148,1
58,352,home,female,single,2768622,24,0
64,534,personal,other,divorced,227987,15,0
35,732,personal,other,married,888449,221,0
28,795,education,female,single,331560,21,1
40,399,gold,male,divorced,254147,176,0
39,898,gold,male,single,106531,164,0
34,702,personal,male,single,1454743,113,1
22,695,education,other,married,2499355,21,1
61,826,gold,female,single,1188599,85,0
28,714,vehicle,female,divorced,1644016,33,1
47,762,personal,other,single,2395699,195,0
32,840,business,female,single,267696,153,0
44,663,vehicle,female,married,2885330,168,1
52,429,education,male,married,615034,192,0
50,383,business,female,divorced,2147542,14,0
37,570,vehicle,female,married,1110592,109,0
33,543,gold,other,divorced,2882612,143,0
51,687,gold,other,divorced,2395120,50,1
19,513,business,male,married,467253,215,0
52,465,home,other,single,1062200,114,0
57,358,personal,male,married,750970,148,0
45,803,business,male,single,649229,35,1
64,422,education,female,single,2973230,53,0
56,712,personal,male,divorced,1774213,229,0
23,438,vehicle,female,divorced,552563,173,0
26,528,education,male,married,2273781,96,0
37,573,education,other,single,591564,96,0
18,738,gold,other,married,314326,216,0
25,861,vehicle,other,divorced,936255,79,1
40,417,gold,male,single,2866101,49,0
20,782,gold,male,married,1974776,179,0
21,694,home,female,married,1344634,139,1
42,759,gold,female,divorced,1261360,122,1
64,377,personal,female,divorced,466533,29,0
55,711,education,female,divorced,1542026,206,0
32,374,gold,male,divorced,958802,224,0
38,594,business,male,married,2605423,12,0
52,320,personal,female,divorced,1217319,11,0
63,470,vehicle,male,divorced,2068480,123,0
31,314,education,male,married,1879081,166,0
53,510,business,male,married,1759873,90,0
29,859,business,male,single,2832306,115,1
34,385,vehicle,female,married,2286623,171,0
56,448,business,female,single,809517,177,0
26,671,personal,male,divorced,1893346,150,1
52,779,vehicle,other,single,1995606,36,1
30,450,business,female,single,911447,170,0
32,440,vehicle,female,divorced,350942,144,0
35,368,vehicle,other,divorced,835080,225,0
50,559,gold,female,divorced,1916278,138,0
23,820,gold,other,single,2685447,69,1
44,670,gold,other,married,2656554,81,1
40,718,business,male,married,2261582,136,1
44,400,education,female,married,1984193,61,0
51,542,personal,other,divorced,1634656,68,0
63,811,business,male,divorced,2259458,110,0
55,854,gold,female,married,1954424,43,1
31,394,vehicle,male,divorced,2275807,59,0
53,525,business,male,single,1221756,135,0
25,817,vehicle,other,single,2247414,223,0
52,513,vehicle,female,divorced,1484909,7,0
36,366,vehicle,male,married,2539248,145,0
47,695,home,other,married,583649,45,1
31,311,education,other,single,2775102,7,0
37,536,personal,male,divorced,2395634,110,0
42,698,personal,male,married,1725055,130,1
57,706,gold,other,married,2928477,85,1
41,779,home,male,divorced,243285,227,0
31,521,business,male,divorced,2901499,190,0
43,455,business,female,married,2018184,52,0
55,727,personal,other,divorced,2912295,169,1
40,457,education,male,divorced,2258505,137,0
39,715,vehicle,other,divorced,463688,208,0
36,625,gold,female,married,246874,157,0
63,670,education,other,single,312730,215,0
20,643,personal,other,divorced,2709319,96,0
59,561,home,other,married,1340294,106,0
36,582,gold,female,single,580405,195,0
26,528,personal,female,married,930103,135,0
45,579,business,other,married,2942149,20,0
37,589,gold,other,married,2657313,208,0
62,346,personal,female,single,1454108,224,0
24,513,business,male,married,970376,54,0
31,323,business,female,single,684978,117,0
26,620,vehicle,other,divorced,1088033,220,0
36,573,home,male,single,620027,40,0
64,855,vehicle,male,married,2372095,121,0
31,612,personal,male,single,1860722,99,0
55,662,education,female,married,743933,180,0
53,679,vehicle,female,divorced,1701685,29,1
57,769,education,female,single,1545005,216,0
34,415,business,female,divorced,1257235,65,0
47,341,personal,other,single,2882007,226,0
26,678,home,male,married,502860,82,1
50,505,education,other,single,2072533,53,0
42,765,personal,female,divorced,1790305,156,1
31,579,education,female,single,998477,145,0
28,417,vehicle,other,divorced,2470559,46,0
52,536,personal,male,divorced,2253632,162,0
58,608,vehicle,male,married,2918353,203,0
31,755,gold,female,single,1049525,184,0
47,774,personal,female,divorced,1821894,133,1
58,399,education,female,married,821768,156,0
21,560,gold,female,married,1976136,36,0
21,604,vehicle,male,married,711786,154,0
45,653,vehicle,other,divorced,404707,29,1
25,585,education,male,single,641702,205,0
19,627,gold,other,divorced,2581748,14,0
58,402,business,female,married,437606,155,0
63,362,home,female,divorced,869155,137,0
39,581,education,other,divorced,2384107,82,0
58,740,vehicle,female,married,991641,231,0
33,592,personal,male,single,2758650,136,0
46,306,gold,female,married,2867802,234,0
47,391,business,female,married,2065776,125,0
29,489,home,female,divorced,117660,161,0
52,775,personal,female,married,2123778,95,1
28,810,gold,male,divorced,498024,122,1
63,761,business,other,married,2291300,115,0
38,352,education,female,married,521231,126,0
38,785,business,female,single,133351,103,0
22,789,education,male,married,2640030,20,1
37,663,gold,male,single,2187444,141,1
54,411,business,male,married,174674,181,0
20,708,home,female,married,2233393,232,0
61,306,business,other,married,2591566,221,0
50,496,gold,male,single,2552279,57,0
26,666,personal,male,divorced,2561595,60,1
26,549,personal,male,single,464983,42,0
21,894,business,other,married,1999044,137,1
52,539,business,female,divorced,1495943,60,0
34,679,education,female,married,167983,17,0
51,770,gold,female,single,226164,152,0
41,754,education,male,single,484571,212,0
49,665,home,female,divorced,374557,190,0
18,589,personal,male,single,2900449,227,0
25,702,vehicle,other,married,2925597,42,1
62,357,vehicle,other,divorced,2196530,209,0
40,820,gold,female,married,2057124,216,0
64,603,gold,male,divorced,796731,231,0
57,414,vehicle,male,divorced,752633,12,0
29,509,gold,female,married,953974,225,0
29,340,personal,other,single,1940221,60,0
63,472,home,other,married,2785255,33,0
64,533,home,other,single,791996,226,0
32,889,education,other,single,1736812,42,1
58,702,personal,other,married,1138229,217,0
36,338,gold,female,divorced,1722368,194,0
43,418,gold,female,married,2267652,80,0
46,634,education,female,divorced,152340,119,0
39,635,education,other,single,1277798,172,0
57,838,gold,other,divorced,1182646,111,1
38,373,gold,female,married,1083886,156,0
55,490,personal,female,divorced,2145351,185,0
37,623,education,other,single,2155521,115,0
46,446,personal,male,single,508092,89,0
21,583,business,female,divorced,2932015,217,0
24,512,gold,other,single,2904188,16,0
45,693,vehicle,other,single,118262,71,0
45,638,vehicle,female,divorced,1250985,18,0
21,321,business,male,single,2413774,210,0
39,404,gold,other,divorced,2720201,174,0
29,765,education,female,divorced,2618753,182,0
62,758,vehicle,other,single,1184163,20,0
20,731,education,other,divorced,1727995,61,0
39,520,vehicle,other,single,1765883,187,0
61,678,education,other,single,1648173,164,0
19,521,vehicle,male,single,2763458,194,0
41,557,education,female,married,2948942,191,0
51,666,business,female,single,2314329,220,0
44,648,personal,female,divorced,2389216,193,0
58,524,education,female,divorced,588594,58,0
18,535,personal,female,divorced,447328,219,0
25,482,personal,male,married,2294444,66,0
40,743,gold,other,married,2241713,213,0
55,305,business,other,divorced,765430,133,0
23,535,personal,female,divorced,1182355,47,0
39,426,home,other,married,354745,34,0
42,403,personal,other,divorced,509832,217,0
35,779,education,other,single,1768773,225,0
34,454,personal,female,single,2314867,160,0
29,556,education,female,divorced,1670113,49,0
23,534,education,male,single,2970809,226,0
43,799,home,female,divorced,2297629,138,1
44,588,personal,male,married,1931422,185,0
25,809,personal,female,divorced,883843,118,1
36,851,vehicle,other,married,1804733,111,1
59,868,vehicle,male,single,1843825,235,0
